Type,Name,Statement,Where,Date,Link
116,true,Sunny Hostin,"“Homicides are intraracial. When you look at white-on-white crime, it's 84%. Right? Homicides. White people kill white people.”",episode of ABCs The View,"July 15, 2020",https://www.politifact.com/factchecks/2020/jul/17/sunny-hostin/view-co-host-sunny-hostin-right-about-white-white-/
117,true,Chris Hayes,"""Higher education is one of America's strongest export sectors. Over 1 million international students studied at American universities, (in the) 2018-19 school year. They contributed over $40 billion to the economy.”",TV segment,"July 7, 2020",https://www.politifact.com/factchecks/2020/jul/10/chris-hayes/msnbcs-chris-hayes-right-economic-impact-internati/
118,true,Ron McMullen,Former U.S. Vice President Richard Mentor Johnson was a slave owner married to one of his slaves and father of two children with her.,oped,"June 23, 2020",https://www.politifact.com/factchecks/2020/jul/08/ron-mcmullen/fact-checking-history-iowa-countys-namesake/
119,true,John Cornyn,The United States has not completed a “top-to-bottom review of our criminal justice system at the national level since 1965.”,interview,"June 11, 2020",https://www.politifact.com/factchecks/2020/jul/02/john-cornyn/when-was-last-top-bottom-review-criminal-justice-s/
120,true,Dan Forest,"""North Carolina is one of four states"" that hasn't opened gyms.",tweet,"June 22, 2020",https://www.politifact.com/factchecks/2020/jun/25/dan-forest/how-many-states-have-reopened-gyms/
121,true,Priorities USA Action,"Says President Trump said coronavirus testing makes the U.S. look bad, ""so I said to my people, ‘Slow the testing down.’""",digital ad,"June 22, 2020",https://www.politifact.com/factchecks/2020/jun/24/priorities-usa-action/trump-positive-coronavirus-tests-slowdown-look-bad/
122,true,Facebook posts,"Says a 1942 Milwaukee YMCA brochure shows children playing a violent, racist carnival game",Facebook post,"June 12, 2020",https://www.politifact.com/factchecks/2020/jun/22/facebook-posts/1942-milwaukee-ymca-brochure-racist-carnival-game/
123,true,Jeanette Kowalik,"""Our health department, our city and our county declared racism as a public health crisis last year.”",appearance,"June 14, 2020",https://www.politifact.com/factchecks/2020/jun/18/jeanette-kowalik/milwaukee-was-among-first-declare-racism-public-he/
124,true,Monica Wallace,Significantly more people died of Covid-19 in two months than died of overdoses all of last year or the year before.,newspaper interview,"June 8, 2020",https://www.politifact.com/factchecks/2020/jun/18/monica-wallace/do-two-months-coronavirus-deaths-exceed-number-dru/
125,true,Desiree Rogers,"In COVID-19 crisis, “only 20% of African Americans had jobs where they could work from home.”",interview,"June 10, 2020",https://www.politifact.com/factchecks/2020/jun/16/desiree-rogers/blacks-hispanics-less-likely-have-jobs-where-they-/
126,true,George Borrello,"“Infection rates in Allegany, Cattaraugus and Chautauqua counties have consistently been among the lowest in the state.”",press release,"May 11, 2020",https://www.politifact.com/factchecks/2020/jun/12/george-borrello/fact-checking-coronavirus-infection-rates-western-/
127,true,Sara Meaney,"“Since the week ending March 14, Wisconsin actually saw a drop in tourism spending compared to last year of $1.7 billion.”",TV interview,"May 24, 2020",https://www.politifact.com/factchecks/2020/jun/12/sara-meaney/yes-state-has-seen-drop-more-billion-tourism-dolla/
128,true,Planned Parenthood,"""If Roe is overturned, Wisconsin has a law on the books that would immediately make abortion a crime.”",news release,"March 4, 2020",https://www.politifact.com/factchecks/2020/jun/11/planned-parenthood/yes-if-federal-abortion-law-were-overturned-wiscon/
129,true,Joe Biden,"“Today, the gap between African American and white homeownership is larger than it was in the late 1960s.”",USA Today oped,"June 10, 2020",https://www.politifact.com/factchecks/2020/jun/11/joe-biden/homeownership-gap-between-white-and-black-american/
130,true,Glenn Grothman,“Research illustrates a clear correlation between vitamin D deficiencies and (higher) COVID-19 mortality rates.”,news release,"May 21, 2020",https://www.politifact.com/factchecks/2020/jun/08/glenn-grothman/glenn-grothman-target-about-tie-between-vitamin-d-/
131,true,Darren Jackson,“Two-thirds of Americans disapprove of Donald Trump not wearing a face mask in public.”,tweet,"May 27, 2020",https://www.politifact.com/factchecks/2020/jun/01/darren-jackson/north-carolina-democrat-right-most-americans-want-/
132,true,Facebook posts,Says gloves shouldn’t be worn in public because “if you are wearing the same set of gloves all over town you are only spreading germs everywhere you go.”,Facebook post,"May 5, 2020",https://www.politifact.com/factchecks/2020/may/13/facebook-posts/not-better-wearing-gloves-public-coronavirus/
133,true,American Automobile Association,“New York is one of only 12 states where the average gallon of gas costs more than $2.00.”,news report,"April 27, 2020",https://www.politifact.com/factchecks/2020/may/08/american-automobile-association/era-low-gas-prices-new-york-remains-among-most-exp/
134,true,Chris Kapenga,Says it’s illegal to hold an absentee-only election or mail ballots to every registered voter,email,"April 6, 2020",https://www.politifact.com/factchecks/2020/may/08/chris-kapanga/yes-its-illegal-hold-election-mail-wisconsin/
135,true,Jamie Nadler,“Small trials” to test convalescent plasma therapy for coronavirus patients “seem to have had some degree of success.”,newspaper interview,"April 14, 2020",https://www.politifact.com/factchecks/2020/apr/29/jamie-nadler/convalescent-plasma-therapy-showing-promise-agains/
136,true,Veronica Escobar,Says Texas “either is near the bottom or at the very bottom when it comes to testing per capita.”,interview,"April 22, 2020",https://www.politifact.com/factchecks/2020/apr/24/veronica-escobar/texas-lags-behind-other-states-coronavirus-testing/
137,true,Jay Chaudhuri,"North Carolina is ""in the small minority of states that requires an absentee ballot to be signed by two witnesses or a notary public.""",oped,"April 10, 2020",https://www.politifact.com/factchecks/2020/apr/23/jay-chaudhuri/nc-absentee-ballots-require-2-witnesses-unique/
138,true,Levar Stoney,Virginia has “lagged behind other states when it comes to (covid-19) testing.”,radio interview,"April 10, 2020",https://www.politifact.com/factchecks/2020/apr/22/levar-stoney/virginia-lags-coronavirus-testing-stoney-says/
139,true,Joe Biden,"“Until this week, they [OSHA] weren’t even enforcing these guidelines [for coronavirus]. Still today, OSHA is not specifying which rules employees must follow or how to keep their workers safe and healthy.”",comments at virtual town hall meeting,"April 15, 2020",https://www.politifact.com/factchecks/2020/apr/22/joe-biden/biden-says-trump-agency-isnt-doing-enough-protect-/
140,true,Facebook posts,"“The poor are, ironically, the most likely to be employed in the industries deemed ‘essential’ while their upper-class peers are freed to bunker down for weeks until the first death wave passes.”",Facebook post,"March 18, 2020",https://www.politifact.com/factchecks/2020/apr/21/facebook-posts/still-going-work-pennsylvania-chances-are-youre-lo/
141,true,Andrew Cuomo,"“Go look at other countries that went through exactly this, started to reopen, and then they saw the infection rate go back up again.”",news conference,"April 14, 2020",https://www.politifact.com/factchecks/2020/apr/20/andrew-cuomo/cuomo-accurately-says-other-countries-reopened-saw/
142,true,Facebook posts,“Africans living in China now being forced to sleep outside in the cold” as “Chinese nationals blame them for the rising number of new coronavirus cases in the country.”,post,"April 16, 2020",https://www.politifact.com/factchecks/2020/apr/16/facebook-posts/yes-africans-are-being-evicted-china-amid-fear-sec/
143,true,Barack Obama,"Republicans “have shown themselves willing to cut millions off their health insurance and eliminate preexisting condition protections for millions more, even in the middle of this public health crisis.""",honline video endorsement of Joe Biden for president,"April 14, 2020",https://www.politifact.com/factchecks/2020/apr/16/barack-obama/obama-gops-stance-preexisting-conditions-base-espe/
144,true,Jack Whitver,"Before COVID-19, “Iowa had one of the lowest unemployment rates in the country, and many employers were scrambling to find qualified employees to fill their job openings.”",email newsletter,"April 7, 2020",https://www.politifact.com/factchecks/2020/apr/14/jack-whitver/iowa-had-strong-job-market-when-it-came-having-job/
145,true,John Bel Edwards,"Says of the coronavirus threat, “there was not a single suggestion by anyone, a doctor, a scientist, a political figure, that we needed to cancel Mardi Gras.”",CNN interview,"April 5, 2020",https://www.politifact.com/factchecks/2020/apr/08/john-bel-edwards/louisiana-governor-right-there-was-no-suggestion-m/
146,true,Viral image,Photo shows a crowded New York City subway train during stay-at-home order.,Facebook post,"April 2, 2020",https://www.politifact.com/factchecks/2020/apr/07/viral-image/image-overcrowded-nyc-subway-car-real/
147,true,Facebook posts,"“On February 7, the WHO warned about the limited stock of PPE. That same day, the Trump administration announced it was sending 18 tons of masks, gowns and respirators to China.”",Facebook post,"March 31, 2020",https://www.politifact.com/factchecks/2020/apr/02/facebook-posts/yes-us-shipped-donated-personal-protective-equipme/
148,true,Pat Toomey,“My mask will keep someone else safe and their mask will keep me safe.”,video,"March 28, 2020",https://www.politifact.com/factchecks/2020/apr/01/pat-toomey/will-homemade-masks-stop-coronavirus-spreading-fac/
149,true,Dan Crenshaw,Says longstanding Food and Drug Administration regulations “created barriers to the private industry creating a test quickly” for the coronavirus.,tweet,"March 13, 2020",https://www.politifact.com/factchecks/2020/mar/23/dan-crenshaw/did-fda-regulations-slow-testing-coronavirus/
150,true,Andrew Cuomo,“No city in the state can quarantine itself without state approval.”,news conference,"March 17, 2020",https://www.politifact.com/factchecks/2020/mar/20/andrew-cuomo/cuomo-correctly-says-no-quarantine-without-state-a/
151,true,Kelly Alexander,"Says ""most"" NC legislators are in the ""high risk age group"" for coronavirus",tweet,"March 11, 2020",https://www.politifact.com/factchecks/2020/mar/18/kelly-alexander/most-nc-legislators-high-risk-age-group-coronaviru/
152,true,Viral image,Says Spectrum will provide free internet to students during coronavirus school closures.,Facebook post,"March 13, 2020",https://www.politifact.com/factchecks/2020/mar/17/viral-image/internet-provider-offer-free-internet-amid-coronav/
153,true,Michael Dougherty,"“Some states are only getting 50 tests per day, and the Utah Jazz got 58.”",tweet,"March 12, 2020",https://www.politifact.com/factchecks/2020/mar/13/michael-dougherty/how-utah-jazz-got-58-coronavirus-tests-when-us-tes/
154,true,Bloggers,“Whole of Italy goes into quarantine.”,blog post,"March 10, 2020",https://www.politifact.com/factchecks/2020/mar/12/blog-posting/italy-people-must-stay-home-except-work-or-emergen/
155,true,Roger Roth,“The average (Wisconsin) resident’s tax burden is at its lowest level in nearly 50 years while incomes continue to grow.”,public forum,"January 20, 2020",https://www.politifact.com/factchecks/2020/mar/11/roger-roth/wisconsin-state-senator-hits-mark-tax-burden-50-ye/
156,true,Joe Biden,"“You’ve raised a lot more money than I have, Bernie.”",interview with NBC,"March 5, 2020",https://www.politifact.com/factchecks/2020/mar/05/joe-biden/biden-says-sanders-has-raised-lot-more-money-hes-r/
157,true,Michael Bloomberg,"During his tenure as mayor of New York City, “street homelessness decreased by 28 percent.”",news release,"January 30, 2020",https://www.politifact.com/factchecks/2020/mar/01/michael-bloomberg/bloombergs-claim-reducing-street-homelessness-corr/
158,true,Jane O’Meara Sanders,"""@BernieSanders receives strong support from the conservative & most rural part of Vermont.""",tweet,"January 26, 2020",https://www.politifact.com/factchecks/2020/feb/21/jane-omeara-sanders/does-bernie-sanders-have-strong-support-rural-and-/
159,true,Amy Klobuchar,"“The majority of hunters now want universal background checks, the majority of Trump voters.”",MSNBC interview,"February 20, 2020",https://www.politifact.com/factchecks/2020/feb/20/amy-klobuchar/amy-klobuchar-says-majority-trump-voters-hunters-w/
